player,club,lineup_status,confirmed,captured_at,bookmaker,goal_odds,assist_odds,sot_odds
C. Cook,Chesterfield,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
L. Mandeville,Chesterfield,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.75,,
J. Grant,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
D. Anisjko,Chesterfield,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
D. Duffy,Chesterfield,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
J. Austerfield,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
E. Bonds,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
J. Powell,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
M. Butcher,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
R. Longelo,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
T. Naylor,Chesterfield,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.5,,
A. Oluwo,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
L. Garbutt,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
R. Lamptey,Chesterfield,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
R. Stirk,Chesterfield,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
T. Pearce,Chesterfield,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
O. Turton,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
M. Rose,Salford City,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
A. Cook,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.1,,
I. Morgan,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.75,,
A. Pressley,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.75,,
J. Andrews,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
C. Gardner,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.1,,
A. Dallas,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
A. Adomah,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
C. Vernam,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
L. Simper,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.75,,
E. Smith,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
T. Sodje,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
K. Green,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
J. Amaluzor,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
J. Walker,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
R. Smith,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
I. Moore,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
R. Reynolds,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
A. Pattison,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
C. Doyle,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
K. Lee Catchpole,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
R. Maher,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
H. Brown,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
C. Clarke,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
G. Turi,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
C. Crew,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
R. Staunton,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
J. Connolly,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
C. McJannet,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
H. Williams,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
H. Rodgers,Grimsby Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
M. Hancock,Walsall,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
J. Williams,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.1,,
E. Nevitt,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.5,,
S. Tovide,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.7,,
L. Chiwome,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.75,,
C. Kavanagh,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.8,,
B. Ihionvien,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
J. Payne,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
J. Stevens,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
K. Drummond,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
A. Akande,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
F. Fawunmi,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
J. Hawkes,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
K. Lisbie,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
O. Thorn,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
H. Anderson,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
K. Connolly,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
N. Chilvers,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
O. Hammond,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
B. Perry,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
G. Scott-Morriss,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
T. Hill,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
T. Pett,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
O. Norburn,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
M. Oni,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
T. Bishop,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
R. Harvey,Colchester United,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
K. Payne,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
K. Appiah-Forson,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
R. Delaney,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
R. Woods,Oldham Athletic,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
J. March,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.0,,
M. Warhurst,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.75,,
C. McNeill,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.75,,
N. Dobson,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
A. Thibaut,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
J. Gibson,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.1,,
H. Saunders,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
C. Agius,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
D. Rankine,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.75,,
S. Hoskins,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
C. Thomas,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
L. Moore,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
P. Mlynarski,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
C. Lemonheigh-Evans,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.75,,
E. List,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.75,,
K. Swyer,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
M. Holícek,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
J. Tabiner,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
J. Lankester,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
J. O'Brien-Whitmarsh,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
L. Briggs,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
O. Lunt,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
J. White,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
L. Evans,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
J. Perkins,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
M. Moon-Arnaez,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
T. Fornah,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
L. Shaw,Northampton Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
L. Offord,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
R. Hutchinson,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
M. Demetriou,Crewe Alexandra,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
J. Wareham,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.88,,
J. Gordon,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.25,,
S. Cox,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.5,,
C. Stockton,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
C. Caton,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
K. Mooney,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
R. Cole,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
S. Whalley,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.75,,
A. Popoola,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
J. Woods,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
K. Wilson,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
S. Mols,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
T. Walton,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
T. Dean,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
A. Oluwabori,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
G. Birch,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
T. Perry,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
C. Brown,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
G. Edwards,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
I. Sinclair,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
P. Borges,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
A. Henderson,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
H. Kite,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
E. Sutherland,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
J. Doyle-Hayes,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
V. Harper,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
L. Cartwright,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
E. Turns,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
S. Conneely,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
C. Cummins,Exeter City,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
C. Grant,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
F. Rawson,Accrington Stanley,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
D. Animasaun,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.63,,
N. Sawkins,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.75,,
C. Evans,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.88,,
W. Davies,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.88,,
A. Loupalo-Bi,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.3,,
R. Coughlan,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.3,,
J. Thomas,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.4,,
M. Helm,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.75,,
R. Hale,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.2,,
S. Palmer-Houlden,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
B. Dack,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
W. Goodwin,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
L. McCann,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
G. McCleary,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
G. Morris,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
J. Brophy,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
S. Costelloe,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
K. Thompson-Sommers,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
A. Cannon,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
S. Booth,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
D. Theodore,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
S. Kendall,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
A. Little,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
C. McLean,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
D. Hume,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
K. Harris,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
C. Antwi,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
R. McKenzie,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
Z. Albarus,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
D. Andrew,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
H. Waldock,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
E. Coleman,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
J. Dempsey,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
H. Neal,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
F. Potter,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
K. Hughes,Fleetwood Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
M. Luxton,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
N. Freeman,Gillingham,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
M. Watters,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.88,,
O. Lynch,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.0,,
M. Faal,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.0,,
B. Waine,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.1,,
T. Simpson,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.5,,
G. Hall,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.75,,
B. Garrity,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.75,,
J. Ironside,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
C. Baker-Richardson,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
O. Hernández,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
C. Whitaker,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
S. Mann,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
T. Ince,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
G. Byers,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
K. Dempsey,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
R. Croasdale,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
J. Davies,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
J. Headley,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
R. Watson,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
R. Walters,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
C. Bussel,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
M. Craig,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
Z. Okoro,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
C. Veevers,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
J. Plant,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
C. Hall,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
W. Vaulks,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
C. Humphreys,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
T. Conlon,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
S. Finley,Tranmere Rovers,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
L. Montsma,Port Vale,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
I. Henderson,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.88,,
D. Rodney,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.3,,
D. Brown,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.6,,
C. Hayes,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.75,,
W. Jenkins,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
G. Di Biase,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
O. Aderoju,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
J. Smith,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
Z. Silcott-Duberry,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
F. Kotey,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.75,,
H. Gilmour,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.75,,
S. Duke-McKenna,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
L. Hannant,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
D. Pereira,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
M. Ebiowei,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
J. Ferizaj,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
O. Kamara,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
C. Edwards,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
R. East,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
E. Francis,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
K. Jennings,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
L. Watson,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
T. Adebayo-Rowling,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
A. Adeyemo,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
N. Tinsdale,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.5,,
K. Krasniqi,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.5,,
B. Adeeko,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.5,,
J. Arthurs,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
J. Robertson,Crawley Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
D. Moss,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
C. Pettit,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
S. Beckwith,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
E. Ebanks-Landell,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
B. Bilongo,Rochdale,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
O. Pearce,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.88,,
J. Stones,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.9,,
P. Mullin,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.0,,
T. Bradshaw,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.25,,
D. Akinyemi,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.6,,
R. Wilson,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.6,,
F. Tavares,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.9,,
A. Newby,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.2,,
C. Hewitt,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
J. Grey,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
B. Farrar,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
F. Maguire,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
A. Martha,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
G. Olley,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
M. Shelton,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
J. Clarke,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
J. Jellis,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
O. Banks,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
H. Boateng,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
A. Read,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
A. Hunt,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
K. Spence,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
K. Richardson,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
A. Nemane,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
O. Ashley,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,10.0,,
D. Hall,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
B. Cover,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
J. Felix,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
J. Buyabu,Rotherham United,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
B. Brookes,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
A. Palmer,York City,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
K. Tshimanga,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.88,,
J. Maskell,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.3,,
J. Blower,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
J. Davison,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.2,,
G. Lloyd,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.2,,
T. Knowles,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
J. Gbode,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
I. Noel-Williams,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
I. Kanu,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
A. Liwala-Lukizalamu,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
I. Fletcher,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
N. Ofoborh,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
C. Lakin,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
B. Siaw,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
J. Reeves,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
H. Aiston,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
W. Gray,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
J. Turner-Cooke,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
A. Senior,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
